ID materiału,Etap,Sesje docelowe,Brief,Prompt lub dokładny tekst,Źródło,Model i wersja,Plan/licencja,Data,Plik master,Eksport,Status,Uwagi z telefonu
VOICE_reset_make-room_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,make-room,Room; 45–75 s; mowa musi pozostawić przestrzeń na praktykę,Imagine making a little more room around the experience.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/make-room/main/03-room.wav,narration/releaf-guide/reset/make-room/main/03-room.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_make-room_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,make-room,Carry; 75–100 s; mowa musi pozostawić przestrzeń na praktykę,Let it come with you without letting it choose your next action.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/make-room/main/04-carry.wav,narration/releaf-guide/reset/make-room/main/04-carry.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_make-room_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,make-room,Return; 100–120 s; mowa musi pozostawić przestrzeń na praktykę,Return attention to what is around you now.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/make-room/main/05-return.wav,narration/releaf-guide/reset/make-room/main/05-return.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_cool-water-reset_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,cool-water-reset,Prepare; 0–20 s; mowa musi pozostawić przestrzeń na praktykę,"Use comfortably cool water on your hands, wrists or face. No ice is needed.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/cool-water-reset/main/01-prepare.wav,narration/releaf-guide/reset/cool-water-reset/main/01-prepare.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_cool-water-reset_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,cool-water-reset,Notice; 20–55 s; mowa musi pozostawić przestrzeń na praktykę,"Notice the temperature, the edges of the sensation and how it changes over a few moments.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/cool-water-reset/main/02-notice.wav,narration/releaf-guide/reset/cool-water-reset/main/02-notice.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_cool-water-reset_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,cool-water-reset,Orient; 55–75 s; mowa musi pozostawić przestrzeń na praktykę,Look around and name three ordinary things in the room.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/cool-water-reset/main/03-orient.wav,narration/releaf-guide/reset/cool-water-reset/main/03-orient.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_cool-water-reset_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,cool-water-reset,Return; 75–90 s; mowa musi pozostawić przestrzeń na praktykę,"Dry off, settle your posture and choose what you want to do next.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/cool-water-reset/main/04-return.wav,narration/releaf-guide/reset/cool-water-reset/main/04-return.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_pushups-activation_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,pushups-activation,Choose; 0–15 s; mowa musi pozostawić przestrzeń na praktykę,"Choose floor push-ups, wall push-ups, or a seated press that feels safe today.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/pushups-activation/main/01-choose.wav,narration/releaf-guide/reset/pushups-activation/main/01-choose.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_pushups-activation_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,pushups-activation,Move; 15–60 s; mowa musi pozostawić przestrzeń na praktykę,Do up to ten controlled repetitions. Stop before form or comfort breaks down.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/pushups-activation/main/02-move.wav,narration/releaf-guide/reset/pushups-activation/main/02-move.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_pushups-activation_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,pushups-activation,Notice; 60–80 s; mowa musi pozostawić przestrzeń na praktykę,"Pause and notice warmth, muscle effort and where your attention is now.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/pushups-activation/main/03-notice.wav,narration/releaf-guide/reset/pushups-activation/main/03-notice.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_pushups-activation_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,pushups-activation,Return; 80–90 s; mowa musi pozostawić przestrzeń na praktykę,Choose the next useful action while the shift in momentum is still fresh.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/pushups-activation/main/04-return.wav,narration/releaf-guide/reset/pushups-activation/main/04-return.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_shoulder-drop-reset_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,shoulder-drop-reset,Notice; 0–15 s; mowa musi pozostawić przestrzeń na praktykę,Notice where your shoulders are sitting without changing them yet.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/shoulder-drop-reset/main/01-notice.wav,narration/releaf-guide/reset/shoulder-drop-reset/main/01-notice.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_shoulder-drop-reset_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,shoulder-drop-reset,Lift; 15–30 s; mowa musi pozostawić przestrzeń na praktykę,Gently lift both shoulders a little. Keep the movement comfortable.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/shoulder-drop-reset/main/02-lift.wav,narration/releaf-guide/reset/shoulder-drop-reset/main/02-lift.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_shoulder-drop-reset_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,shoulder-drop-reset,Release; 30–45 s; mowa musi pozostawić przestrzeń na praktykę,Let them drop and notice the contrast.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/shoulder-drop-reset/main/03-release.wav,narration/releaf-guide/reset/shoulder-drop-reset/main/03-release.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_shoulder-drop-reset_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,shoulder-drop-reset,Settle; 45–60 s; mowa musi pozostawić przestrzeń na praktykę,Let the shoulders rest where they need to be rather than forcing them down.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/shoulder-drop-reset/main/04-settle.wav,narration/releaf-guide/reset/shoulder-drop-reset/main/04-settle.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_eye-focus-reset_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,eye-focus-reset,Near; 0–20 s; mowa musi pozostawić przestrzeń na praktykę,Choose one comfortable object nearby and notice one detail.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/eye-focus-reset/main/01-near.wav,narration/releaf-guide/reset/eye-focus-reset/main/01-near.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_eye-focus-reset_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,eye-focus-reset,Far; 20–45 s; mowa musi pozostawić przestrzeń na praktykę,Shift your gaze to something farther away and let the eyes settle there.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/eye-focus-reset/main/02-far.wav,narration/releaf-guide/reset/eye-focus-reset/main/02-far.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_eye-focus-reset_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,eye-focus-reset,Wide; 45–70 s; mowa musi pozostawić przestrzeń na praktykę,"Without staring hard, notice more of the space around that object.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/eye-focus-reset/main/03-wide.wav,narration/releaf-guide/reset/eye-focus-reset/main/03-wide.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_eye-focus-reset_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,eye-focus-reset,Return; 70–90 s; mowa musi pozostawić przestrzeń na praktykę,Blink naturally and return to the room before going back to the screen.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/eye-focus-reset/main/04-return.wav,narration/releaf-guide/reset/eye-focus-reset/main/04-return.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_shake-it-out_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,shake-it-out,Hands; 0–20 s; mowa musi pozostawić przestrzeń na praktykę,Loosen the fingers and gently shake out the hands.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/shake-it-out/main/01-hands.wav,narration/releaf-guide/reset/shake-it-out/main/01-hands.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_shake-it-out_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,shake-it-out,Arms; 20–40 s; mowa musi pozostawić przestrzeń na praktykę,Let the forearms and arms move loosely without forcing the shoulders.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/shake-it-out/main/02-arms.wav,narration/releaf-guide/reset/shake-it-out/main/02-arms.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_shake-it-out_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,shake-it-out,Legs; 40–60 s; mowa musi pozostawić przestrzeń na praktykę,"If safe, add a little movement through the legs or feet. Stay seated if that is better.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/shake-it-out/main/03-legs.wav,narration/releaf-guide/reset/shake-it-out/main/03-legs.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_shake-it-out_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,shake-it-out,Still; 60–80 s; mowa musi pozostawić przestrzeń na praktykę,Become still again and notice what feels different.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/shake-it-out/main/04-still.wav,narration/releaf-guide/reset/shake-it-out/main/04-still.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_shake-it-out_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,shake-it-out,Return; 80–90 s; mowa musi pozostawić przestrzeń na praktykę,Use the next ten seconds to choose where your attention goes now.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/shake-it-out/main/05-return.wav,narration/releaf-guide/reset/shake-it-out/main/05-return.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_micro-walk-reset_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,micro-walk-reset,Start; 0–20 s; mowa musi pozostawić przestrzeń na praktykę,Put the phone down or hold it safely and begin walking somewhere clear.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/micro-walk-reset/main/01-start.wav,narration/releaf-guide/reset/micro-walk-reset/main/01-start.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_micro-walk-reset_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,micro-walk-reset,Steps; 20–50 s; mowa musi pozostawić przestrzeń na praktykę,Notice the changing pressure through your feet as you walk.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/micro-walk-reset/main/02-steps.wav,narration/releaf-guide/reset/micro-walk-reset/main/02-steps.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_micro-walk-reset_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,micro-walk-reset,Look; 50–80 s; mowa musi pozostawić przestrzeń na praktykę,Notice three things that are farther away than the screen.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/micro-walk-reset/main/03-look.wav,narration/releaf-guide/reset/micro-walk-reset/main/03-look.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_micro-walk-reset_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,micro-walk-reset,Listen; 80–100 s; mowa musi pozostawić przestrzeń na praktykę,Notice one nearby sound and one more distant sound.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/micro-walk-reset/main/04-listen.wav,narration/releaf-guide/reset/micro-walk-reset/main/04-listen.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_micro-walk-reset_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,micro-walk-reset,Return; 100–120 s; mowa musi pozostawić przestrzeń na praktykę,Finish the walk and choose the next task before reopening everything else.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/micro-walk-reset/main/05-return.wav,narration/releaf-guide/reset/micro-walk-reset/main/05-return.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_one-small-next-step_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,one-small-next-step,Pause; 0–15 s; mowa musi pozostawić przestrzeń na praktykę,Pause and name what needs your attention next.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/one-small-next-step/main/01-pause.wav,narration/releaf-guide/reset/one-small-next-step/main/01-pause.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_one-small-next-step_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,one-small-next-step,Choose; 15–45 s; mowa musi pozostawić przestrzeń na praktykę,Choose one action that would move things forward a little.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/one-small-next-step/main/02-choose.wav,narration/releaf-guide/reset/one-small-next-step/main/02-choose.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_one-small-next-step_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,one-small-next-step,Shrink; 45–75 s; mowa musi pozostawić przestrzeń na praktykę,Make the action smaller until it feels realistically doable.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/one-small-next-step/main/03-shrink.wav,narration/releaf-guide/reset/one-small-next-step/main/03-shrink.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_one-small-next-step_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,one-small-next-step,Start; 75–100 s; mowa musi pozostawić przestrzeń na praktykę,Picture the first physical step.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/one-small-next-step/main/04-start.wav,narration/releaf-guide/reset/one-small-next-step/main/04-start.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_one-small-next-step_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,one-small-next-step,Commit; 100–120 s; mowa musi pozostawić przestrzeń na praktykę,Keep only that next step for now.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/one-small-next-step/main/05-commit.wav,narration/releaf-guide/reset/one-small-next-step/main/05-commit.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_sleep-faster-routine_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,sleep-faster-routine,Arrive; 0–30 s; mowa musi pozostawić przestrzeń na praktykę,Stop adding new tasks. This short routine is only about closing the day.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/sleep-faster-routine/main/01-arrive.wav,narration/releaf-guide/reset/sleep-faster-routine/main/01-arrive.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_sleep-faster-routine_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,sleep-faster-routine,Off-load; 30–75 s; mowa musi pozostawić przestrzeń na praktykę,Name or write the one thing your mind is trying hardest to remember for tomorrow.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/sleep-faster-routine/main/02-off-load.wav,narration/releaf-guide/reset/sleep-faster-routine/main/02-off-load.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_sleep-faster-routine_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,sleep-faster-routine,Lower input; 75–120 s; mowa musi pozostawić przestrzeń na praktykę,"Dim one source of stimulation: screen brightness, overhead light, sound, or active scrolling.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/sleep-faster-routine/main/03-lower-input.wav,narration/releaf-guide/reset/sleep-faster-routine/main/03-lower-input.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_sleep-faster-routine_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,sleep-faster-routine,Cue; 120–150 s; mowa musi pozostawić przestrzeń na praktykę,"Choose one repeatable cue for sleep: plug in the phone, lower the light, or get into the same resting position.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/sleep-faster-routine/main/04-cue.wav,narration/releaf-guide/reset/sleep-faster-routine/main/04-cue.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_sleep-faster-routine_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,sleep-faster-routine,Finish; 150–180 s; mowa musi pozostawić przestrzeń na praktykę,Let unfinished things stay unfinished. Your next task is only to rest.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/sleep-faster-routine/main/05-finish.wav,narration/releaf-guide/reset/sleep-faster-routine/main/05-finish.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_morning-reset-ritual_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,morning-reset-ritual,Orient; 0–20 s; mowa musi pozostawić przestrzeń na praktykę,Look around the room before looking at the task list. Notice where you are and what time of day it is.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/morning-reset-ritual/main/01-orient.wav,narration/releaf-guide/reset/morning-reset-ritual/main/01-orient.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_morning-reset-ritual_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,morning-reset-ritual,Posture; 20–40 s; mowa musi pozostawić przestrzeń na praktykę,Come a little more upright and let your feet or body feel supported.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/morning-reset-ritual/main/02-posture.wav,narration/releaf-guide/reset/morning-reset-ritual/main/02-posture.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_morning-reset-ritual_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,morning-reset-ritual,Move; 40–70 s; mowa musi pozostawić przestrzeń na praktykę,"Add a small comfortable movement: stand, stretch, roll the shoulders, or walk a few steps.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/morning-reset-ritual/main/03-move.wav,narration/releaf-guide/reset/morning-reset-ritual/main/03-move.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_morning-reset-ritual_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,morning-reset-ritual,Choose; 70–100 s; mowa musi pozostawić przestrzeń na praktykę,Pick one priority that would make the next part of the morning easier.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/morning-reset-ritual/main/04-choose.wav,narration/releaf-guide/reset/morning-reset-ritual/main/04-choose.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_morning-reset-ritual_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,morning-reset-ritual,Begin; 100–120 s; mowa musi pozostawić przestrzeń na praktykę,Shrink that priority to its first visible action and start there.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/morning-reset-ritual/main/05-begin.wav,narration/releaf-guide/reset/morning-reset-ritual/main/05-begin.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_confidence-posture-reset_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,confidence-posture-reset,Ground; 0–15 s; mowa musi pozostawić przestrzeń na praktykę,Feel both feet or your seat against something stable.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/confidence-posture-reset/main/01-ground.wav,narration/releaf-guide/reset/confidence-posture-reset/main/01-ground.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_confidence-posture-reset_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,confidence-posture-reset,Lengthen; 15–35 s; mowa musi pozostawić przestrzeń na praktykę,Let the chest and head come a little more upright without forcing the shoulders back.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/confidence-posture-reset/main/02-lengthen.wav,narration/releaf-guide/reset/confidence-posture-reset/main/02-lengthen.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_confidence-posture-reset_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,confidence-posture-reset,Release; 35–50 s; mowa musi pozostawić przestrzeń na praktykę,Unclench the hands and soften the jaw.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/confidence-posture-reset/main/03-release.wav,narration/releaf-guide/reset/confidence-posture-reset/main/03-release.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
